,pH,sulphates,alcohol,quality,pH_cat,alcohol_cat,alcohol_kmeans,sulphates_cat
1272,3.5,0.53,11.2,5,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
1273,3.1,0.43,9.3,5,"(3.038, 3.216]","(9.143, 9.886]",0.0,"(0.33, 0.432]"
1274,3.24,0.53,11.2,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
1275,3.24,0.54,9.5,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1276,3.28,0.56,12.0,4,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1277,3.35,0.6,9.7,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1278,3.24,0.54,9.5,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1279,3.14,0.57,11.5,7,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1280,3.37,0.64,10.4,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1281,3.37,0.64,10.4,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1282,3.33,0.68,10.9,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1283,3.26,0.63,10.2,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1284,3.39,0.56,10.9,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1285,3.15,0.57,10.5,5,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1286,3.35,0.54,12.4,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1287,3.22,0.37,13.0,5,"(3.216, 3.394]","(12.857, 13.6]",6.0,"(0.33, 0.432]"
1290,3.36,0.59,11.0,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1291,3.29,0.75,10.9,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1292,3.62,0.67,12.4,6,"(3.572, 3.75]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
1293,3.34,0.49,9.7,4,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1294,3.29,0.75,10.9,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1295,3.2,0.45,9.5,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1296,3.2,0.45,9.5,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1297,3.35,0.61,12.1,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1298,3.45,0.56,12.2,6,"(3.394, 3.572]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1299,3.5,0.4,10.9,3,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.33, 0.432]"
1301,3.6,0.74,11.7,6,"(3.572, 3.75]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1302,3.3,0.8,11.2,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1303,3.36,0.66,11.2,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1304,3.12,0.44,9.2,5,"(3.038, 3.216]","(9.143, 9.886]",0.0,"(0.432, 0.535]"
1305,3.3,0.53,9.8,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1306,3.29,0.62,10.1,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1307,3.41,0.52,11.1,4,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
1308,3.29,0.62,10.1,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1309,3.28,0.61,9.2,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.535, 0.638]"
1310,3.3,0.53,9.8,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1311,3.33,0.59,12.8,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1312,3.34,0.47,10.5,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1313,3.4,0.54,10.1,6,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1314,3.4,0.53,10.1,6,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1315,3.26,0.58,9.8,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1317,3.18,0.69,11.9,6,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1318,3.26,0.58,9.8,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1320,3.26,0.66,10.1,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1322,3.18,0.55,11.4,5,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1323,3.18,0.82,11.0,7,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1324,3.39,0.6,10.6,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1325,3.39,0.6,10.6,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1326,3.39,0.6,10.6,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1327,3.39,0.6,10.6,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1328,3.34,0.52,9.3,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.432, 0.535]"
1329,3.29,0.56,9.8,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1330,3.29,0.56,9.8,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1331,3.26,0.46,9.2,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.432, 0.535]"
1332,3.09,0.43,9.7,6,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.33, 0.432]"
1333,3.18,0.51,9.6,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1334,3.39,0.52,10.0,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1335,3.38,0.66,12.6,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
1336,3.36,0.45,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1337,3.36,0.45,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1338,3.36,0.45,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1339,3.36,0.54,10.5,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1340,3.36,0.54,10.5,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1341,3.36,0.54,10.5,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1342,3.37,0.51,10.4,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1343,3.36,0.54,10.5,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1344,3.09,0.53,11.0,5,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
1345,3.25,0.53,10.2,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1346,3.52,0.56,11.4,5,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1347,3.34,0.39,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.33, 0.432]"
1348,3.34,0.39,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.33, 0.432]"
1349,3.41,0.52,10.8,5,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
1350,3.34,0.57,10.0,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1351,3.32,0.51,11.8,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1352,3.37,0.46,10.3,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1353,3.37,0.46,10.3,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1354,3.35,0.52,10.0,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1355,3.36,0.44,10.1,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1356,3.36,0.44,10.1,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1357,3.6,0.59,11.1,6,"(3.572, 3.75]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1358,3.28,0.5,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1359,3.07,0.65,10.0333333333333,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1360,3.24,0.56,10.9,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1361,3.36,0.54,10.1,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1362,3.07,0.65,10.0333333333333,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1363,3.29,0.48,9.8,4,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1364,3.46,0.53,11.8,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1365,3.18,0.62,9.5,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1366,3.24,0.5,9.8,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1368,3.27,0.5,9.8,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1369,3.33,0.37,10.4,4,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.33, 0.432]"
1371,3.21,1.03,11.6,6,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.945, 1.047]"
1373,3.24,0.45,9.3,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.432, 0.535]"
1374,3.32,0.51,9.8,3,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1375,3.26,0.52,9.9,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1376,3.11,0.46,10.0,5,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1377,3.71,0.62,12.2,6,"(3.572, 3.75]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1378,3.29,0.51,9.9,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1379,3.36,0.62,10.8,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1380,3.36,0.62,10.8,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1381,3.38,0.45,9.6,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1382,3.3,0.49,9.9,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1383,3.3,0.49,9.9,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1384,3.19,0.5,9.5,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1385,3.19,0.42,9.2,5,"(3.038, 3.216]","(9.143, 9.886]",0.0,"(0.33, 0.432]"
1386,3.3,0.58,9.6,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1387,3.3,0.58,9.6,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1388,3.35,0.68,10.3,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1389,3.1,0.53,9.7,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1390,3.58,0.59,12.5,6,"(3.572, 3.75]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1391,3.37,0.58,11.0,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1392,3.17,0.48,9.8,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1393,3.3,0.48,10.2,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1394,3.32,0.48,9.2,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.432, 0.535]"
1395,3.31,0.65,9.55,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1396,3.31,0.65,9.55,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1397,3.28,0.52,9.9,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1398,3.52,0.62,10.2,7,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1399,3.42,0.72,11.1,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1400,3.25,0.51,9.9,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1401,3.25,0.51,9.9,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1402,3.44,0.82,11.9,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1403,3.23,1.1,10.0,8,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(1.047, 1.15]"
1404,3.43,0.62,10.7,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1405,3.28,0.9,11.3,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1406,3.22,0.94,10.9,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1407,3.54,0.93,10.7,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1408,3.27,1.01,12.4,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.945, 1.047]"
1409,3.54,0.93,10.7,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1410,3.5,0.44,11.9,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1411,3.56,0.73,10.6,6,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1412,3.22,0.94,10.9,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1413,3.04,0.9,10.1,5,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.842, 0.945]"
1414,3.2,0.78,9.6,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.74, 0.842]"
1415,3.56,0.84,9.4,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.74, 0.842]"
1416,3.2,0.78,9.6,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.74, 0.842]"
1417,3.35,0.77,12.1,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1418,3.16,0.46,9.8,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1419,3.27,0.45,9.9,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1420,3.16,0.46,9.8,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1421,3.34,0.58,9.4,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1422,3.39,0.84,11.4,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1423,3.5,0.67,11.0,4,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1424,3.26,0.7,9.6,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1425,3.26,0.7,9.6,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1426,3.41,0.71,12.1,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1427,3.3,0.58,11.2,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1428,3.31,0.63,11.0,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1429,3.33,0.93,11.3,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1430,3.37,0.62,10.4,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1431,3.26,0.54,9.9,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1432,3.48,0.85,11.7,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.842, 0.945]"
1433,3.42,0.74,10.1,7,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1434,3.18,0.77,9.0,6,"(3.038, 3.216]","(8.4, 9.143]",0.0,"(0.74, 0.842]"
1435,3.18,0.77,9.0,6,"(3.038, 3.216]","(8.4, 9.143]",0.0,"(0.74, 0.842]"
1436,3.15,0.65,8.5,5,"(3.038, 3.216]","(8.4, 9.143]",0.0,"(0.638, 0.74]"
1437,3.53,0.54,11.1,5,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1438,3.41,0.47,10.3,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1439,3.32,0.68,11.066666666666698,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1440,3.23,0.73,11.3,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1441,3.16,0.52,9.56666666666667,6,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1442,3.4,0.75,9.8,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.74, 0.842]"
1443,3.38,0.49,11.7,5,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1444,3.32,0.68,11.1,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1445,3.16,0.52,9.6,6,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1446,3.4,0.75,9.8,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.74, 0.842]"
1447,3.4,0.74,9.7,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1448,3.4,0.73,9.7,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1449,3.23,0.76,11.3,8,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1450,3.23,0.73,11.3,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1451,3.33,0.78,11.0,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1452,3.35,0.76,11.6,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1453,3.41,0.58,9.0,5,"(3.394, 3.572]","(8.4, 9.143]",0.0,"(0.535, 0.638]"
1454,3.21,0.69,10.9,6,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1455,3.5,0.63,10.9,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1456,3.3,0.5,10.55,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1457,3.41,0.58,9.0,5,"(3.394, 3.572]","(8.4, 9.143]",0.0,"(0.535, 0.638]"
1458,3.39,0.6,10.5,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1459,3.32,0.8,11.9,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1460,3.41,0.68,10.4,6,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1461,3.59,0.61,10.0,4,"(3.572, 3.75]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1462,3.36,0.58,10.4,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1463,3.34,0.53,10.8,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
1464,3.41,0.67,9.7,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1465,3.41,0.67,9.7,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1466,3.3,0.65,10.0,7,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1467,3.52,0.57,11.0,4,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1468,3.3,0.65,10.0,7,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1469,3.31,0.55,9.7,3,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1470,2.88,0.47,9.7,5,"(2.86, 3.038]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1471,3.43,0.52,12.6,5,"(3.394, 3.572]","(12.114, 12.857]",5.0,"(0.432, 0.535]"
1472,3.38,0.79,11.1,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1473,3.38,0.54,11.0,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1474,3.16,0.75,8.8,5,"(3.038, 3.216]","(8.4, 9.143]",0.0,"(0.74, 0.842]"
1475,3.54,0.88,13.566666666666698,7,"(3.394, 3.572]","(12.857, 13.6]",6.0,"(0.842, 0.945]"
1476,3.16,0.75,8.8,5,"(3.038, 3.216]","(8.4, 9.143]",0.0,"(0.74, 0.842]"
1477,3.54,0.88,13.6,7,"(3.394, 3.572]","(12.857, 13.6]",6.0,"(0.842, 0.945]"
1478,3.4,0.52,10.2,3,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1479,3.39,0.68,10.6,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1480,3.66,0.62,10.1,4,"(3.572, 3.75]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1481,3.39,0.68,10.6,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1482,3.33,0.57,10.3,4,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1483,3.35,0.61,10.7,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1484,3.53,0.64,10.9,4,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1485,3.37,0.55,9.7,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1486,3.38,0.6,10.3,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1487,3.52,0.78,10.6,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1488,3.72,0.58,11.4,5,"(3.572, 3.75]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1489,3.44,0.76,10.8,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1490,3.39,0.56,12.4,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1491,3.72,0.58,11.4,5,"(3.572, 3.75]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1492,3.57,0.54,11.95,5,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1493,3.26,0.59,9.7,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1494,3.42,0.7,10.0,7,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1495,3.35,0.81,10.6,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1496,3.26,0.59,9.7,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1497,3.45,0.63,11.5,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1498,3.53,0.58,10.8,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1499,3.45,0.63,11.5,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1500,3.26,0.53,9.6,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1501,3.16,0.53,9.4,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1502,3.31,0.54,9.8,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1503,3.51,0.69,11.0,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1504,3.36,0.55,11.4,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1505,3.55,0.63,9.95,3,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1506,3.51,0.66,10.8,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1507,3.36,0.55,11.4,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1508,3.38,0.72,10.6,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1509,3.28,0.7,11.1,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1510,3.47,0.77,9.7,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.74, 0.842]"
1511,3.44,0.67,9.8,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1512,3.53,0.65,10.4,6,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1513,3.33,0.6,10.5,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1514,3.53,0.72,9.23333333333333,6,"(3.394, 3.572]","(9.143, 9.886]",0.0,"(0.638, 0.74]"
1515,3.53,0.72,9.25,6,"(3.394, 3.572]","(9.143, 9.886]",0.0,"(0.638, 0.74]"
1516,3.42,0.97,10.6,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.945, 1.047]"
1517,3.38,0.83,10.3,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1518,3.32,0.63,10.5,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1519,3.44,0.58,10.2,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1520,3.38,0.83,10.3,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1521,3.39,0.43,9.05,4,"(3.216, 3.394]","(8.4, 9.143]",0.0,"(0.33, 0.432]"
1522,3.42,0.97,10.6,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.945, 1.047]"
1523,3.34,0.6,10.4,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1524,3.39,0.78,10.0,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
